q1,q2,q3,xe,ye,thetae
1.9,-0.67,-1,6.89,14.82,13.18
1.26,-0.88,0,15.14,11.86,21.77
3.08,-0.0,-1,-17.39,6.97,119.18
0.74,-2.46,0,3.09,-9.12,-98.55
3.05,-0.18,1,-18.94,-2.14,221.73
1.99,-0.04,-1,-1.37,18.59,54.43
1.61,-1.58,2,3.62,13.48,116.31
0.14,-0.8,-1,11.84,-10.29,-95.11
1.17,-1.22,0,16.71,5.75,-2.86
1.21,-0.69,1,8.9,17.02,87.09
2.11,-2.5,1,8.62,7.36,34.95
0.14,-1.01,-1,9.38,-11.06,-107.14
0.61,-1.08,1,18.02,4.38,30.37
0.87,-2.67,-1,-3.67,-3.81,-160.43
0.76,-1.37,1,17.29,3.47,22.35
2.54,-0.56,0,-11.34,16.81,113.45
0.78,-1.59,0,14.63,-5.22,-46.41
2.99,-0.07,-1,-16.14,9.17,110.01
0.02,-0.27,0,20.56,-3.32,-14.32
2.28,-2.08,0,9.16,8.09,11.46
0.86,-3.02,0,-3.21,-6.33,-123.76
1.12,-1.5,0,16.05,1.11,-21.77
0.35,-0.36,-1,17.3,-3.6,-57.87
0.66,-1.18,0,17.68,-2.66,-29.79
1.37,-2.84,0,2.8,-7.07,-84.22
2.25,-0.91,1,-7.66,17.29,134.07
1.34,-0.32,1,2.23,19.08,115.74
0.11,-1.11,-1,7.83,-11.49,-114.59
1.11,-1.07,1,13.65,12.59,59.59
0.03,-0.21,0,20.77,-2.3,-10.31
2.3,-1.94,1,3.35,14.53,77.92
2.65,-2.23,-1,6.08,2.32,-33.23
0.83,-0.87,1,15.73,10.62,55.0
1.19,-0.86,0,15.85,11.04,18.91
0.89,-1.04,0,18.25,3.35,-8.59
2.89,-2.06,-1,4.84,5.72,-9.74
0.33,-1.41,1,16.9,-4.46,-4.58
0.18,-3.14,0,-6.88,-1.28,-169.6
2.35,-1.56,1,-1.51,16.79,102.56
0.83,-1.56,1,16.69,2.36,15.47
0.39,-2.08,1,11.04,-8.74,-39.53
0.67,-1.74,0,12.21,-7.93,-61.31
2.38,-2.65,-1,3.75,-3.72,-72.77
1.3,-3.02,0,-0.21,-7.1,-98.55
2.38,-1.02,1,-8.57,16.61,135.22
2.79,-1.44,1,-9.96,14.22,134.65
1.6,-2.1,0,12.08,0.29,-28.65
0.83,-2.74,1,6.69,-6.96,-52.14
0.55,-1.85,1,14.53,-5.15,-17.19
2.86,-1.58,0,-2.71,15.36,73.34
2.16,-1.81,1,4.22,15.05,77.35
1.51,-0.69,0,9.98,17.22,46.98
0.16,-1.11,1,17.97,-4.23,2.86
0.58,-2.99,1,1.77,-7.75,-80.79
2.01,-0.92,1,-3.21,18.62,119.75
0.79,-1.2,1,17.16,6.08,33.8
2.8,-1.8,-1,4.19,8.24,-0.0
1.29,-2.09,1,13.68,3.1,11.46
2.07,-2.17,0,10.58,4.75,-5.73
1.77,-0.16,1,-7.69,17.4,149.54
1.83,-3.02,1,7.68,-1.05,-10.89
1.75,-1.23,2,-0.86,14.44,144.39
3.14,-2.53,-1,5.21,1.36,-22.35
1.02,-2.32,0,7.41,-7.53,-74.48
1.51,-2.15,-1,5.56,-4.18,-93.97
1.0,-2.31,0,7.39,-7.64,-75.06
0.36,-1.2,1,18.13,-1.63,9.17
1.68,-0.29,0,1.75,20.73,79.64
0.67,-0.84,0,19.28,1.98,-9.74
0.44,-2.83,1,2.48,-8.68,-79.64
0.48,-1.95,1,13.15,-6.9,-26.93
0.77,-1.74,-1,6.26,-7.35,-112.87
1.06,-2.89,-1,-5.03,-2.81,-162.15
0.28,-3.06,1,-1.27,-7.39,-101.99
1.75,-3.06,-1,-4.16,-5.05,-132.35
2.36,-2.21,-1,6.57,0.72,-48.7
1.9,-0.94,-1,8.75,12.08,-2.29
3.11,-2.02,1,-7.23,12.51,119.75
2.9,-1.43,0,-5.39,15.6,84.22
1.2,-1.53,0,15.78,1.99,-18.91
0.45,-1.5,0,13.27,-9.1,-60.16
3.07,-0.82,0,-15.78,11.39,128.92
1.75,-0.1,0,-2.36,20.84,94.54
1.18,-0.23,2,-0.13,13.5,169.02
0.74,-1.63,1,16.53,0.05,6.3
0.07,-1.72,1,12.0,-10.72,-37.24
0.83,-1.33,-1,11.36,-5.17,-85.94
2.14,-0.23,-1,-1.81,18.02,52.14
2.55,-1.3,1,-8.0,15.99,128.92
2.46,-1.65,1,-2.27,16.28,103.71
1.71,-2.15,1,11.29,7.67,32.09
0.48,-1.18,-1,10.66,-8.22,-97.4
2.09,-1.62,0,9.01,12.42,26.93
1.03,-0.33,1,8.06,17.45,97.4
3.01,-2.07,0,1.32,12.22,53.86
0.21,-0.84,-1,12.09,-9.65,-93.39
1.98,-1.23,-1,9.12,9.46,-14.32
0.8,-1.52,-1,9.1,-6.52,-98.55
2.94,-1.37,-1,-0.96,12.18,32.66
1.92,-2.08,0,11.43,4.35,-9.17
2.75,-1.63,-1,3.53,9.81,6.88
2.58,-2.91,1,6.18,5.81,38.39
2.55,-2.11,0,6.86,9.87,25.21
2.8,-2.15,1,-1.58,13.56,94.54
0.25,-2.22,-1,-2.84,-5.91,-170.17
1.27,-0.27,0,9.64,18.47,57.3
2.2,-0.96,1,-6.19,17.77,128.34
2.6,-1.05,-1,0.12,14.27,31.51
1.77,-2.61,0,7.96,-3.56,-48.13
2.09,-0.19,-1,-1.39,18.18,51.57
0.4,-1.81,1,13.99,-6.97,-23.49
1.61,-0.12,0,0.86,20.95,85.37
1.19,-2.45,0,6.88,-6.83,-72.19
0.19,-0.72,0,18.95,-5.76,-30.37
0.33,-2.68,-2,-0.78,3.83,-249.24
2.6,-2.17,0,6.73,9.44,24.64
0.56,-2.68,1,5.33,-8.55,-64.17
2.59,-0.93,1,-12.79,13.88,152.41
2.63,-2.84,0,7.59,0.51,-12.03
1.53,-2.49,0,8.31,-4.47,-55.0
1.14,-2.8,-1,-3.9,-3.85,-152.41
1.95,-2.72,0,7.46,-3.24,-44.12
0.92,-2.91,-1,-5.53,-1.88,-171.31
0.39,-2.09,1,10.93,-8.79,-40.11
0.9,-2.97,-1,-5.98,-1.16,-175.9
0.66,-0.64,0,19.53,4.57,1.15
0.87,-1.41,0,16.52,-1.85,-30.94
2.67,-1.5,-1,3.39,10.81,9.74
0.05,-2.98,1,-2.31,-7.67,-110.58
1.94,-0.68,1,-4.84,18.6,129.49
0.72,-1.38,-1,10.17,-6.65,-95.11
1.42,-2.24,1,12.71,3.06,10.31
2.65,-1.83,0,3.38,13.54,46.98
0.06,-2.87,-1,-5.12,2.48,-218.3
0.5,-0.04,1,13.19,13.42,83.65
0.19,-2.0,1,10.04,-10.55,-46.41
2.05,-0.08,0,-8.67,19.11,112.87
0.33,-0.4,-1,16.97,-4.36,-61.31
0.0,-1.66,0,5.75,-13.94,-95.11
0.98,-2.85,-1,-4.91,-2.75,-164.44
2.32,-2.57,0,8.8,1.66,-14.32
2.34,-3.0,0,6.19,-3.55,-37.82
2.36,-2.47,1,6.4,9.6,50.99
2.19,-1.2,0,3.62,17.4,56.72
0.88,-0.45,1,11.81,15.24,81.93
0.96,-1.34,-1,11.84,-3.74,-79.07
1.76,-1.64,1,8.68,14.01,64.17
1.55,-1.63,2,4.73,13.02,110.01
0.11,-2.89,0,-6.14,-4.18,-159.28
2.13,-1.32,-1,7.99,9.68,-10.89
2.22,-0.41,-2,0.98,11.05,-10.89
2.6,-1.61,2,-9.08,10.52,171.31
0.62,-0.58,0,19.69,4.63,2.29
2.52,-0.35,0,-13.59,15.64,124.33
0.71,-1.39,1,17.4,2.36,18.33
2.65,-1.1,1,-11.84,14.21,146.1
0.07,-2.1,1,7.48,-11.79,-59.01
1.91,-1.14,0,7.72,16.35,44.12
0.97,-2.67,1,8.41,-5.68,-40.11
0.33,-0.74,0,19.46,-3.31,-23.49
1.66,-1.13,-1,11.66,7.34,-26.93
3.05,-0.1,0,-20.71,3.31,169.02
1.09,-2.59,-1,-1.88,-4.97,-143.24
2.46,-3.03,1,6.82,3.55,24.64
1.64,-0.82,0,9.07,17.22,46.98
0.78,-2.46,-1,-2.05,-5.15,-153.55
1.98,-2.84,-1,-0.21,-5.59,-106.57
2.43,-1.69,-1,6.63,7.49,-14.9
1.25,-1.82,0,13.99,-0.91,-32.66
2.33,-0.52,1,-13.1,14.16,161.0
1.37,-2.58,0,6.34,-6.24,-69.33
2.02,-0.33,1,-10.17,16.31,154.13
0.73,-2.56,-1,-3.24,-4.24,-162.15
2.97,-0.37,-1,-13.1,11.8,91.67
0.92,-2.59,-1,-2.69,-4.58,-152.98
2.92,-1.63,1,-9.5,13.53,131.21
2.11,-0.1,-1,-2.85,18.27,57.87
2.63,-0.17,1,-18.19,5.65,198.24
1.49,-0.31,-1,10.12,14.7,10.31
2.44,-3.05,-1,0.12,-6.49,-92.25
0.59,-1.44,-1,8.51,-8.09,-106.0
1.05,-0.3,1,7.36,17.73,100.27
1.89,-2.43,0,9.81,-0.55,-30.94
1.91,-2.12,-1,6.99,-1.41,-69.33
2.45,-0.8,-1,-0.37,15.68,37.24
0.45,-0.77,0,19.59,-1.36,-18.33
1.01,-0.04,-1,14.68,11.49,-1.72
2.78,-1.59,2,-10.94,8.64,182.77
1.43,-0.09,-1,9.18,16.08,19.48
1.43,-0.89,1,7.2,17.53,88.24
1.34,-2.72,1,9.43,-2.66,-21.77
0.13,-1.98,1,9.63,-11.08,-48.7
2.14,-1.75,1,3.96,15.44,79.64
3.0,-2.92,-1,4.29,-4.02,-52.71
0.65,-2.17,0,6.28,-9.75,-87.09
0.77,-1.25,-1,11.87,-5.33,-84.8
1.61,-2.89,0,3.74,-6.42,-73.34
1.51,-2.1,0,12.06,-0.8,-33.8
1.99,-1.31,-1,9.24,8.59,-18.33
0.31,-1.92,-1,0.36,-8.41,-149.54
2.4,-2.24,0,8.66,6.96,9.17
0.13,-2.6,1,2.17,-10.41,-84.22
2.32,-2.79,1,7.51,5.49,30.37
1.87,-2.86,1,8.78,0.91,0.57
0.4,-1.96,-1,0.67,-8.12,-146.68
2.06,-0.12,0,-8.34,19.24,111.15
2.17,-0.83,-1,4.25,14.93,19.48
1.9,-1.05,1,0.43,18.61,106.0
0.3,-2.38,-1,-3.71,-4.47,-176.47
2.32,-2.52,-1,4.63,-2.79,-68.75
0.23,-0.05,-1,18.48,-2.27,-46.98
0.86,-0.9,-1,15.11,-1.01,-59.59
1.07,-3.04,2,7.64,-0.1,1.72
2.83,-0.37,0,-17.53,10.97,140.95
2.07,-1.73,-1,8.78,4.19,-37.82
2.54,-1.31,1,-7.72,16.09,127.77
0.04,-1.07,-1,7.5,-12.0,-116.31
0.72,-0.81,1,16.53,9.51,52.14
1.83,-1.45,-1,10.4,5.3,-35.52
0.06,-1.73,1,11.78,-10.89,-38.39
2.17,-2.17,-2,0.14,-0.58,-114.59
1.13,-2.97,1,5.8,-5.63,-48.13
2.12,-0.37,0,-6.15,19.75,100.27
0.96,-0.4,0,15.88,13.17,32.09
0.34,-0.3,0,20.59,2.89,2.29
1.99,-2.5,-1,3.69,-4.01,-86.52
0.42,-1.52,1,16.53,-4.08,-5.73
3.01,-2.28,0,3.49,10.25,41.83
1.85,-1.03,0,7.62,16.96,46.98
1.1,-2.76,-1,-3.65,-3.98,-152.41
1.22,-2.19,-1,3.64,-5.65,-112.87
2.24,-2.2,-1,6.67,0.04,-55.0
2.0,-1.93,1,7.43,13.0,61.31
1.91,-0.36,-1,3.78,17.26,31.51
1.13,-0.39,-1,14.92,9.25,-14.9
2.09,-1.92,1,6.16,13.71,67.04
1.55,-0.19,-1,8.16,16.31,20.63
1.63,-0.43,-1,8.98,14.9,11.46
0.9,-2.32,1,11.79,-4.29,-24.06
2.95,-0.12,1,-18.94,-0.97,219.44
0.79,-1.58,-1,8.33,-6.83,-102.56
0.65,-1.78,-1,4.85,-8.03,-122.04
3.13,-0.37,0,-19.99,5.29,158.14
0.26,-3.08,1,-1.6,-7.2,-104.28
0.26,-1.36,0,13.12,-10.68,-63.03
2.53,-2.81,0,7.72,0.15,-16.04
1.76,-1.09,-1,10.79,8.95,-18.91
2.29,-0.98,0,-1.0,18.79,75.06
2.92,-2.47,-1,5.44,0.92,-31.51
0.12,-1.93,-1,-1.33,-8.24,-161.0
2.12,-2.83,0,6.96,-3.16,-40.68
2.2,-0.45,1,-11.84,15.22,157.56
1.67,-1.31,-1,11.47,5.25,-36.67
0.65,-1.0,1,17.72,6.07,37.24
1.73,-0.1,1,-7.63,17.33,150.69
0.64,-1.25,-1,11.08,-6.82,-92.25
1.07,-1.77,2,10.59,8.38,74.48
1.85,-0.43,-1,5.51,16.5,24.06
2.74,-0.73,0,-12.4,15.41,115.16
2.33,-1.95,-1,7.38,3.61,-35.52
0.52,-0.11,1,13.62,13.18,80.79
2.36,-0.83,1,-10.41,15.94,144.96
2.18,-2.45,-1,4.81,-2.81,-72.77
0.14,-2.85,-1,-5.33,1.82,-212.57
2.93,-2.78,1,2.94,8.91,65.89
0.97,-0.41,0,15.82,13.21,32.09
0.5,-2.97,-1,-5.96,1.26,-198.82
2.31,-0.47,1,-13.26,14.0,162.72
3.0,-1.96,1,-6.55,13.27,116.88
0.46,-2.66,-1,-4.84,-2.14,-183.35
2.9,-2.57,0,6.45,6.21,18.91
0.82,-0.84,1,15.67,10.79,56.15
2.47,-0.61,1,-14.2,13.01,163.87
0.94,-2.41,-1,-0.65,-5.67,-141.52
1.81,-0.56,0,2.76,20.09,71.62
0.8,-2.52,-1,-2.55,-4.77,-155.84
0.52,-3.1,0,-5.77,-3.98,-147.82
0.76,-2.99,-1,-6.19,-0.09,-185.07
2.95,-2.66,1,1.78,10.06,73.91
2.61,-2.19,-1,6.21,2.57,-33.23
2.72,-2.83,0,7.53,1.33,-6.3
1.07,-1.32,1,15.27,9.18,42.97
1.47,-0.23,-1,9.78,15.25,13.75
0.41,-0.07,-1,18.55,0.83,-37.82
1.77,-0.28,-1,5.36,17.13,28.07
3.07,-1.65,1,-11.19,12.05,138.66
1.89,-0.78,0,4.03,19.19,63.6
2.33,-0.46,-1,-2.37,17.12,49.85
1.16,-1.54,1,14.99,7.89,35.52
2.19,-1.77,-1,8.18,4.72,-33.23
0.57,-0.39,0,19.67,6.28,10.31
1.78,-2.67,0,7.36,-4.03,-50.99
2.99,-2.66,-1,5.19,-1.02,-38.39
0.59,-2.17,1,11.61,-6.94,-33.23
1.99,-0.12,2,-10.14,8.42,221.73
1.31,-0.42,1,4.01,18.85,108.29
0.66,-2.7,0,-0.8,-8.2,-116.88
1.37,-1.88,0,13.61,0.02,-29.22
0.61,-0.16,-1,18.01,3.4,-31.51
0.28,-0.71,-1,14.07,-7.91,-81.93
2.21,-1.36,0,5.06,16.14,48.7
2.22,-1.8,-1,8.01,4.59,-33.23
1.24,-2.44,2,9.69,5.12,45.84
0.07,-0.88,1,18.68,-3.26,10.89
1.6,-0.77,0,9.24,17.33,47.56
3.09,-2.5,1,-1.31,11.25,91.1
1.39,-2.11,1,13.25,4.2,16.04
1.11,-1.77,-1,8.02,-4.99,-95.11
2.65,-0.2,1,-18.23,5.64,197.67
3.01,-0.77,1,-18.25,5.72,185.64
2.31,-2.63,1,7.37,7.37,38.96
1.47,-1.2,0,14.2,10.7,15.47
2.27,-2.38,0,9.41,3.82,-6.3
1.19,-2.07,0,11.52,-4.29,-50.42
1.2,-0.88,1,10.92,15.51,75.63
1.73,-1.45,-1,10.88,4.23,-41.25
2.27,-1.85,1,2.94,15.13,81.36
0.46,-2.45,1,7.26,-9.14,-56.72
1.19,-0.35,1,5.41,18.46,105.42
2.54,-1.77,1,-2.13,15.7,101.41
1.16,-0.42,0,13.13,15.86,42.4
3.01,-3.14,1,4.52,5.36,49.85
2.58,-0.36,0,-14.39,14.88,127.2
1.4,-2.61,1,10.51,-1.11,-12.03
3.14,-0.81,0,-16.64,10.17,133.5
0.6,-0.75,1,17.32,8.17,48.7
1.21,-0.13,-1,12.75,13.28,4.58
0.3,-0.91,0,18.16,-5.95,-34.95
1.05,-1.42,1,15.67,7.66,36.1
2.88,-2.26,-1,5.44,3.28,-21.77
3.09,-2.92,0,6.81,2.73,9.74
2.93,-0.66,1,-18.29,5.93,187.36
0.02,-0.88,0,16.13,-10.47,-49.27
0.47,-2.78,-1,-5.38,-0.83,-189.65
0.19,-0.73,0,18.88,-5.88,-30.94
3.13,-2.89,1,2.07,8.37,71.05
1.05,-2.74,-1,-3.65,-3.93,-154.13
1.69,-1.03,2,-1.51,14.48,152.41
3.0,-2.34,1,-2.02,12.25,95.11
1.38,-0.13,0,5.74,20.16,71.62
2.82,-1.2,0,-7.33,16.2,92.82
1.89,-1.45,1,5.05,16.57,82.51
1.86,-2.55,-1,2.57,-4.7,-96.83
1.43,-2.97,-1,-4.57,-4.03,-145.53
2.36,-1.23,1,-5.7,17.2,122.04
0.35,-2.16,1,9.74,-9.47,-46.41
0.34,-1.11,1,18.44,-0.94,13.18
0.84,-0.69,-1,16.21,1.0,-48.7
1.64,-1.55,2,3.01,13.69,119.75
1.18,-0.78,1,10.3,16.1,80.21
2.08,-1.87,0,10.28,9.03,12.03
0.61,-2.17,1,11.74,-6.71,-32.09
2.82,-3.04,-1,2.6,-5.89,-69.9
2.21,-2.14,1,6.17,12.25,61.31
0.84,-0.87,0,18.67,4.79,-1.72
2.16,-0.35,1,-12.17,14.9,161.0
3.01,-0.75,-1,-9.25,12.99,72.19
2.53,-1.54,-1,5.11,9.8,-0.57
1.46,-0.61,0,10.01,17.48,48.7
1.39,-0.09,-1,9.82,15.7,17.19
1.07,-2.24,1,12.99,-1.49,-9.74
3.11,-1.52,0,-7.27,14.22,91.1
0.68,-0.33,1,13.55,13.63,77.35
0.88,-0.42,1,11.51,15.46,83.65
3.03,-1.9,0,-0.98,13.44,64.74
2.18,-1.61,0,7.78,13.3,32.66
1.34,-2.52,-1,0.26,-5.4,-124.9
0.28,-0.78,1,19.01,1.93,28.65
1.59,-1.71,0,13.76,5.32,-6.88
3.05,-1.35,0,-8.77,14.52,97.4
2.35,-0.33,-1,-4.3,17.25,58.44
2.28,-2.57,-1,4.09,-3.42,-73.91
1.26,-0.08,-1,11.69,14.39,10.31
1.67,-1.71,1,10.32,12.42,55.0
0.48,-1.74,0,10.49,-10.1,-72.19
1.44,-0.92,0,13.06,13.9,29.79
1.9,-0.98,0,6.22,17.76,52.71
2.83,-0.97,1,-15.38,10.8,163.87
1.25,-2.21,-1,3.57,-5.57,-112.3
0.92,-2.39,-1,-0.53,-5.75,-141.52
2.06,-1.19,1,-0.84,18.22,107.14
0.06,-0.73,1,19.1,-1.66,18.91
2.32,-0.78,0,-4.34,19.12,88.24
0.61,-2.88,-1,-5.71,-0.45,-187.36
1.44,-2.89,-1,-3.64,-4.47,-140.37
2.91,-1.9,-1,3.91,7.6,0.57
0.83,-0.43,2,6.01,12.62,137.51
1.95,-2.37,-1,4.85,-3.27,-81.36
1.84,-0.92,-1,9.36,11.76,-4.58
2.37,-0.28,1,-15.48,11.32,177.04
1.31,-2.28,1,12.76,1.2,1.72
1.07,-0.83,-1,15.23,2.98,-43.54
0.65,-0.25,-1,17.8,3.01,-34.38
1.3,-0.36,0,10.13,18.05,53.86
1.31,-1.45,0,15.67,4.81,-8.02
2.22,-1.92,0,9.14,9.71,17.19
3.07,-1.79,1,-9.53,12.52,130.63
1.58,-0.88,1,4.39,18.45,97.4
1.35,-0.83,0,13.68,13.79,29.79
2.82,-0.91,0,-11.3,15.41,109.43
1.55,-1.99,0,12.81,1.04,-25.21
2.55,-2.04,-1,6.48,4.03,-28.07
1.71,-2.04,1,11.14,9.01,38.39
0.34,-1.41,0,13.32,-9.95,-61.31
1.57,-1.56,0,14.0,7.14,0.57
2.88,-2.72,0,7.06,4.04,9.17
0.32,-2.41,0,-0.3,-9.95,-119.75
2.65,-1.52,1,-6.9,15.57,122.04
2.69,-0.88,-1,-3.13,14.93,46.41
2.66,-2.62,-1,4.81,-2.21,-55.0
3.02,-2.92,-1,4.37,-3.94,-51.57
1.99,-2.0,-1,7.87,0.4,-57.87
1.46,-2.21,0,11.02,-2.59,-42.97
1.43,-0.06,-1,8.9,16.32,21.2
2.93,-0.54,0,-17.07,11.03,136.94
2.26,-0.44,0,-7.9,18.97,104.28
2.4,-2.71,1,6.9,7.05,39.53
2.69,-2.58,0,7.62,4.59,6.3
2.82,-2.18,-1,5.52,3.93,-20.63
0.99,-1.81,-1,6.89,-6.05,-104.28
3.03,-1.85,1,-8.3,12.99,124.9
1.07,-2.49,-1,-0.84,-5.4,-138.66
0.14,-3.09,0,-6.81,-1.69,-169.02
1.27,-2.82,1,8.19,-3.97,-31.51
1.34,-0.49,0,10.84,17.33,48.7
0.91,-2.53,1,9.65,-5.53,-35.52
0.64,-2.75,0,-1.57,-7.83,-120.89
2.12,-0.62,-2,2.98,9.6,-28.65
1.55,-1.2,1,8.25,16.23,77.35
2.24,-1.78,1,2.7,15.55,83.65
2.27,-1.11,2,-8.71,11.65,181.05
2.9,-3.02,0,7.1,-0.0,-6.88
1.9,-2.01,1,9.1,11.3,50.99
1.19,-0.47,0,13.13,15.73,41.25
0.52,-1.78,1,14.98,-4.99,-14.9
1.91,-2.46,1,9.94,5.99,25.78
0.58,-1.56,0,13.65,-7.79,-56.15
1.94,-2.37,-1,4.82,-3.32,-81.93
1.73,-2.46,1,10.85,4.11,15.47
1.77,-0.04,1,-8.91,16.57,156.42
0.66,-3.0,1,2.26,-7.55,-76.78
0.26,-0.79,1,19.05,1.43,26.93
1.54,-1.11,-1,12.47,6.14,-32.66
1.54,-0.9,1,5.35,18.16,93.97
2.42,-1.98,1,1.99,14.55,82.51
1.52,-3.08,0,0.51,-7.01,-89.38
0.43,-1.14,-1,10.7,-8.58,-97.98
1.41,-0.83,0,12.83,14.58,33.23
1.13,-2.99,1,5.56,-5.68,-49.27
0.43,-3.12,1,-0.77,-7.09,-96.83
2.88,-0.03,0,-20.17,5.84,163.29
0.99,-2.02,1,14.44,-0.36,-1.72
1.85,-2.05,0,11.79,3.95,-11.46
1.47,-0.11,0,3.63,20.65,77.92
0.83,-1.32,0,17.08,-1.42,-28.07
2.33,-1.17,-1,4.89,12.61,9.17
1.66,-1.96,1,11.42,9.41,40.11
0.44,-0.79,0,19.48,-1.82,-20.05
2.96,-0.46,-2,-6.35,8.81,28.65
3.01,-1.85,-1,2.77,8.45,9.17
2.87,-1.57,1,-9.53,13.84,131.78
2.7,-0.45,0,-15.12,13.88,128.92
2.42,-1.04,1,-8.99,16.33,136.36
1.99,-1.02,-1,8.1,11.96,-1.72
2.97,-0.11,-1,-15.62,9.85,106.57
0.8,-2.2,-1,0.9,-6.6,-137.51
1.95,-2.82,0,6.44,-4.2,-49.85
1.09,-1.16,0,17.2,5.23,-4.01
0.17,-2.63,-1,-5.19,-1.03,-198.24
1.13,-3.14,-1,-6.93,-0.92,-172.46
0.91,-2.47,-1,-1.48,-5.32,-146.68
0.33,-2.25,1,8.47,-9.88,-52.71
0.54,-2.19,-1,-0.72,-6.68,-151.83
0.24,-1.32,2,14.34,1.06,52.71
1.31,-1.33,-1,12.47,0.66,-58.44
2.11,-0.09,0,-9.67,18.62,115.74
2.42,-2.73,1,6.81,6.94,39.53
1.58,-0.01,0,-0.05,21.0,89.95
0.94,-0.62,1,12.51,14.64,75.63
0.07,-1.2,-1,6.26,-11.78,-122.04
1.26,-1.38,0,16.04,4.99,-6.88
0.98,-1.56,0,15.61,-1.86,-33.23
0.64,-1.65,-2,2.4,-2.67,-172.46
0.91,-1.33,-1,11.74,-4.25,-81.36
1.54,-0.83,1,4.55,18.49,97.98
2.96,-0.05,-1,-16.03,9.47,109.43
1.36,-0.12,-1,10.54,15.13,13.75
2.22,-2.55,-1,4.06,-3.49,-76.2
1.63,-1.96,-1,7.88,-2.08,-76.2
2.07,-1.18,-1,8.01,10.82,-6.3
1.37,-1.47,-1,11.54,-0.08,-63.03
2.42,-0.46,1,-14.8,12.36,169.6
2.03,-0.63,0,-0.72,20.07,80.21
0.38,-0.14,-1,18.37,-0.56,-43.54
1.89,-1.66,0,11.43,9.84,13.18
2.49,-1.27,1,-7.39,16.39,127.2
0.46,-0.03,1,13.62,12.96,81.93
2.97,-2.44,-1,5.38,1.56,-26.93
1.71,-2.37,-1,3.94,-4.33,-95.11
1.65,-1.21,1,6.69,16.9,82.51
1.17,-2.13,-1,4.09,-5.77,-112.3
1.91,-2.9,0,5.35,-5.1,-56.72
2.06,-2.12,-1,7.12,-0.35,-60.73
0.88,-0.52,0,17.56,10.33,20.63
0.19,-2.9,0,-5.84,-4.53,-155.27
1.59,-2.33,1,11.8,4.08,14.9
1.89,-1.84,-1,8.87,1.3,-54.43
1.56,-1.22,1,8.28,16.15,76.78
1.91,-1.92,-1,8.39,0.6,-57.87
1.7,-0.16,0,-0.47,20.94,88.24
0.21,-2.98,1,-1.06,-7.94,-101.41
0.22,-1.53,-1,3.92,-10.41,-132.35
0.65,-2.17,-1,0.24,-6.83,-144.39
2.96,-1.92,1,-6.51,13.54,116.88
2.16,-1.21,1,-2.41,18.02,111.73
1.55,-0.81,-1,12.08,9.92,-14.9
3.03,-0.29,1,-19.18,-0.43,214.29
1.18,-0.47,-1,14.68,9.03,-16.62
2.18,-0.62,0,-3.85,19.74,89.38
0.45,-2.54,1,6.07,-9.24,-62.45
1.75,-1.53,0,12.41,9.94,12.61
1.54,-2.65,1,10.29,-0.04,-6.3
1.28,-0.36,0,10.49,17.84,52.71
2.18,-1.97,0,9.69,8.66,12.03
2.04,-0.5,0,-2.73,20.24,88.24
2.54,-2.91,0,7.28,-1.1,-21.2
0.79,-2.11,1,13.31,-4.01,-18.33
1.04,-0.41,1,8.79,17.15,93.39
0.23,-2.57,1,3.55,-10.25,-76.78
2.73,-0.62,-1,-6.9,15.08,63.6
0.9,-2.0,1,14.49,-1.45,-5.73
2.65,-2.67,-1,4.49,-2.8,-58.44
1.45,-2.18,1,12.81,4.15,15.47
0.85,-1.35,1,16.91,5.26,28.65
2.3,-1.02,-1,4.07,13.86,16.04
0.36,-1.36,1,17.33,-3.42,-0.0
2.42,-1.26,0,0.34,17.46,66.46
1.9,-1.6,1,6.3,15.44,74.48
0.2,-2.78,-1,-5.4,0.63,-205.12
2.32,-0.31,1,-14.68,12.38,172.46
0.48,-2.72,0,-2.48,-7.75,-128.34
2.88,-0.76,-1,-7.37,14.08,64.17
3.01,-3.11,0,6.99,-0.48,-5.73
1.13,-1.48,1,15.13,8.17,37.24
1.91,-0.12,1,-10.42,15.84,159.86
2.14,-3.06,1,7.45,0.89,4.58
1.72,-0.54,1,-2.38,19.14,124.9
2.8,-1.04,2,-13.62,5.16,215.43
1.57,-2.88,0,3.62,-6.53,-75.06
0.41,-1.71,0,10.16,-10.7,-74.48
0.84,-0.21,-1,16.85,6.81,-21.2
2.66,-1.75,-1,5.06,8.14,-5.16
0.14,-1.2,1,17.34,-5.55,-3.44
1.05,-0.74,1,11.95,14.97,75.06
0.06,-2.19,1,6.26,-11.84,-64.74
1.26,-0.02,2,-2.55,12.6,185.64
2.73,-2.93,-1,2.98,-5.11,-68.75
2.59,-0.29,-1,-8.75,15.63,74.48
1.46,-0.42,-1,11.31,13.27,2.29
0.42,-2.41,2,10.54,-3.47,0.57
1.08,-2.8,-1,-4.13,-3.61,-155.84
3.08,-0.05,0,-20.9,1.99,173.61
0.43,-1.34,-1,8.33,-9.21,-109.43
1.75,-1.25,0,11.04,13.6,28.65
0.72,-0.21,0,17.48,11.45,29.22
1.78,-0.17,1,-7.76,17.39,149.54
1.33,-0.83,1,8.31,17.14,85.94
2.62,-1.75,0,2.96,14.19,49.85
0.21,-1.64,0,8.81,-12.4,-81.93
0.23,-1.15,-1,8.66,-10.55,-110.01
